文档名,文本内容,schema,审核意见,审核结果
ybzl2,车辆的所有权归甲⽅所有，由⼄⽅租赁经营，双⽅与本协议签订后双⽅共同办理营运车辆的登记备案，备案产⽣的费⽤由甲方承担。,备案登记,,通过
ybzl2,每⽉1000元，共12000元,租金,,通过
ybzl2,⽀付租⾦同时⼄⽅还应⽀付10000元租车押⾦，在双⽅签订合同之⽇⼄⽅⽀付甲⽅8000元，剩余2000元在2022年3⽉1⽇⽀付完毕,押金,租赁合同通常约定承租人支付相当于1-3个月租金的押金给出租人，押金的数额建议控制在合同总金额的20%以内。,不通过
ybzl2,,支付方式,支付方式条款缺失或约定不明确，建议补充完整。应在合同中写明租金及押金的支付方式，写明以银行转账或微信或支付宝的方式支付，并明确账号信息。,不通过
ybzl2,⼄⽅应于接车时向甲⽅⽀付第⼀季度租⾦3000元，以后租⾦采⽤先交后使⽤的⽅式向甲⽅⽀付，即应在上度合同到期前1个⽉付清下度的租⾦。,支付周期,,通过
ybzl2,甲⽅必须按规定时间缴纳保险费（最低约定险种及保额为交强险、车损险、第三者责任险150万元）、运管费、管理费、税费，并将相关缴费凭证随车交给⼄⽅；如不按时缴纳以上规费的，造成租赁车辆被扣、被罚、发生交通事故无法向保险公司索赔的损失由甲⽅承担。,保险费缴纳主体,,通过
ybzl2,甲⼄双⽅协商⼀致，可以解除本协议。2、如车辆在出租期限内达到报废年限或报废⾥程被强制报废时，本协议解除，⼄⽅按照实际使⽤期限⽀付租⾦，双⽅互不承担违约责任。3、乙方未按照合同约定支付租金，逾期超过一个月的，甲方有权解除本合同，乙方应立即归还车辆。,出租人解除,,通过
ybzl2,在租赁期满或按照本协议约定解除协议向甲⽅交还车辆时，应当使车辆符合使⽤后的状态，玻璃、随车⼯具等应完整有效。,租赁物返还,,通过
ybzl2,"甲⽅应保证出租车辆不存在抵押、查封等影响⼄⽅正常使⽤的情形，如有以上情形或甲⽅对车辆的权利存在瑕疵的情形，并影响⼄⽅使⽤时，甲⽅应向⼄⽅⽀付租⾦数额40%的违约⾦。
在⼄⽅不按约定时间⾜额⽀付租⾦时，应按照迟延履⾏部分租⾦的每⽇10%向甲⽅⽀付违约⾦。
租赁期届满，双⽅没有对继续租赁达成协议，⼄⽅不向甲⽅交还车辆时，除按照本协议约定租⾦标准的2倍赔偿甲⽅损失，如需诉讼解决时，⼄⽅还应承担按规定标准计算的律师代理费。",违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。,不通过
ybzl2,车辆的所有权归甲⽅所有,租赁物权属,,通过
ybzl2,"甲⽅必须按规定时间缴纳保险费（最低约定险种及保额为交强险、车损险、第三者责任险150万元）、运管费、管理费、税费，并将相关缴费凭证随车交给⼄⽅；如不按时缴纳以上规费的，造成租赁车辆被扣、被罚、发生交通事故无法向保险公司索赔的损失由甲⽅承担。
⼄⽅在租赁期内应当妥善保管、规范使⽤租赁车辆，按车辆⽣产⼚商的养护要求保养维修租赁车辆，履⾏缴纳国家或地⽅规定车辆规费的义务，并承担由此产⽣的全部费⽤，包括但不限于租赁车辆的年审费、燃油费、过路过桥费、停车费、车辆清洁费、装潢费、维修保养费等所有费⽤。",租期内其他费用,,通过
ybzl3,租金每年5000元，一年共计150000元，大写拾伍万元整。,租金,,通过
ybzl3,,支付方式,支付方式条款缺失或约定不明确，建议补充完整。应在合同中写明租金及押金的支付方式，写明以银行转账或微信或支付宝的方式支付，并明确账号信息。,不通过
ybzl3,乙方收货后，应以甲方名义向当地保险公司投保综合险，保险费由乙方负责。乙方应将投保合同交甲方作为本合同附件。,保险费缴纳主体,,通过
ybzl3,乙方应负责日常燃油、维修、保养，使设备保持良好状态，并承担由此产生的全部费用。机器设备的维修及费用由甲方负责，但因乙方操作不当而引起的维修费用则由乙方承担。,妥善保管,,通过
ybzl3,"租赁机器在租赁期内由乙方使用。乙方应负责日常燃油、维修、保养，使设备保持良好状态，并承担由此产生的全部费用。机器设备的维修及费用由甲方负责，但因乙方操作不当而引起的维修费用则由乙方承担。
在工作过程中乙方若不能对设备故障进行排除，应及时通知甲方进行维修，甲方维修机器所产生的差旅费用由乙方承担。甲方正常维修一般不超过三天，如超过三天，每超一天，应免收乙方相应天数租金;若是乙方操作不当原因造成机器故障的，乙方租金不能免除。",维修,,通过
ybzl3,在租赁期间，乙方如将租赁机器转租给第三人，必须征得甲方书面同意。,转租,,通过
ybzl3,未经对方书面同意，任何一方不得中途变更或解除本合同;,出租人解除,,通过
ybzl3,未经对方书面同意，任何一方不得中途变更或解除本合同;,承租人解除,,通过
ybzl3,"未经对方书面同意，任何一方不得中途变更或解除本合同;任何一方违反本合同约定，都应向对方偿付本合同总租金额50%的违约金。
乙方如不按期支付租金或违反本合同的任何条款时，甲方除按照本条第一款规定追究乙方违约责任外，还有权采取下列措施：
没收乙方保证金，要求乙方及时付清全部租金和其他费用;
（2)终止本合同，收回或要求归还租赁机器，并要求乙方赔偿甲方的一切损失，包括但不限于合同履行完毕的预期全部租金利润。",违约责任,约定的违约金过高，建议核实或修改。约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。,不通过
ybzl3,双方签字盖章后生效,合同生效,,通过
ybzl3,在租赁期间，合同附件所列租赁机器的所有权属于甲方。乙方对租赁机器只有使用权，没有所有权。,租赁物权属,,通过
ybzl3,"租赁机器在租赁期内由乙方使用。乙方应负责日常燃油、维修、保养，使设备保持良好状态，并承担由此产生的全部费用。机器设备的维修及费用由甲方负责，但因乙方操作不当而引起的维修费用则由乙方承担。
租赁机器在安装、保管、使用等过程中发生的一切费用、税款，均由乙方承担。
租赁机器运费的承担租赁机器的进退场的费用、运费由甲、乙双方各承担一半。进场费由乙方承担，退场费用由甲方承担。",租期内其他费用,,通过
ybzl4,打印量100000张/月以下，租金为3000元/月；（2）打印量100000张/月以上，按照3000元/月加超过部份租金为1元/张计算租金；,租金,,通过
ybzl4,乙方指定收款帐号：30059667331862。开户行：中国农业银行。户名：双敏电子科技有限公司。,支付方式,,通过
ybzl4,支付时间：每月5日之前，双方结算上月租金，甲方于每月7日之前支付每月租金。,支付周期,,通过
ybzl4,甲方如未按时支付租金或押金，应按照未支付金额的50%支付违约金，乙方有权提权解除合同，已收取的租赁费用不予退还。,出租人解除,,通过
ybzl4,,承租人解除,合同解除条款缺失或约定不明确，建议补充完整。双方可对合同解除情形作出详细约定。,不通过
ybzl4,租期内，未经乙方同意，甲方不得转租或出售设备,转租,,通过
ybzl4,"1.租期内，未经乙方同意，甲方不得转租或出售设备，如导致乙方损失，甲方应按照价值赔偿（双方一致认可至合同签订之日，设备现值20000元），并支付相当于设备价值50%违约金。
2.甲方如未按时支付租金或押金，应按照未支付金额的50%支付违约金，乙方有权提权解除合同，已收取的租赁费用不予退还。
3、乙方如未按照合同约定提供完好的设备，应按照设备租金的20%支付甲方违约金，相应租金予以免收。",违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。,不通过
ybzl4,"1.乙方在租期内负责甲方所租赁设备的维修保养及培训操作人员的工作。
2.甲方在使用过程中遇到临时故障，可随时叫修；乙方接电话后，应于5天内派技术员前往维修。",维修,根据租赁物特点，维修时间过长，建议核实或修改。,不通过
ybzl5,每月为500元,租金,,通过
ybzl5,甲方应在每月1日前以支付宝转账形式支付当月租金至乙方实名支付宝。,支付周期,,通过
ybzl5,在租赁期间的使⽤过程中，由甲⽅妥善保管机器设备，切勿野蛮操作，粗鲁对待;更不可私⾃拆卸(凭易碎纸标签判断)⼄⽅设备，否则因⼈为因素造成⼄⽅设备损坏的，甲⽅承担维修价格或复原所需费⽤。,维修,,通过
ybzl5,乙方提供的设备如因硬件质量问题无法使用，超过5天，甲方有权解除合同，并按照实际使用天数计算租金。,出租人解除,,通过
ybzl5,甲方如未按照本合同约定支付租金或押金，逾期超过5天，乙方有权解除本合同。,承租人解除,,通过
